article_id,source_name,title,event,bias,country,adfontes_bias,mentions_gw
82858,Phys.Org,Tourists evacuated from Mexico's hurricane-hit Acapulco,cyclone,pro-science,gb,Middle,False
83926,The Indian Express,Imphal: Curfew back after mob tries to loot arms,cyclone,left-center,in,Middle,False
84186,Globalsecurity.org,"World News in Brief: 'Competing' efforts to rebuild Derna, Myanmar mines threat, schools shut in Burkina Faso",cyclone,least biased,us,,False
84993,Phys.Org,Leap in the dark: On a mission to rescue the Caribbean's biggest frog,cyclone,pro-science,gb,Middle,False
85330,The Punch,Boniface ranked joint-second best striker in Europe,cyclone,left-center,ng,,False
85739,NPR,Tropical Storm Tammy is forecast to bring heavy rain to the Caribbean this weekend,cyclone,left-center,us,Middle,False
85751,ABC News,Hurricane Norma weakens slightly on a path toward Los Cabos in Mexico,cyclone,left-center,us,Middle,False
85841,BBC News,Braverman speech is no Enoch Powell situation - Shapps,cyclone,left-center,gb,Middle,False
86101,International Business Times,UK's Braverman Renews 'Culture War' Attacks At Tory Conference,cyclone,left-center,us,Middle,False
86198,Marketscreener.com,Ascencia : Notice of shareholder meeting,cyclone,least biased,fr,,False
86276,The Times of India,UK minister Suella Braverman's Delhi uncle cautions niece over immigration rhetoric,cyclone,right-center,in,Middle,False
351525,The Times of India,Madhya Pradesh Polls: Congress model is 'laapata' model' says BJP chief JP Nadda,cyclone,right-center,in,Middle,False
360570,Forbes,How Tech Founders Create Operational Resilience While Navigating War,cyclone,right-center,us,Middle,False
360644,Digital Trends,New AI tool from Google means the outlook for weather forecasting is bright,cyclone,,us,Middle,False
387387,The Indian Express,"Deep depression off Andhra coast likely to develop into cyclonic storm, head to Bangladesh: IMD",cyclone,left-center,in,Middle,False
387403,The Indian Express,"Bangladesh braces for cyclone tomorrow; heavy rains likely in parts of Odisha, Bengal",cyclone,left-center,in,Middle,False
387627,GlobeNewswire,"Overair, City of Arlington, Texas, to Develop and Launch eVTOL Operations at Arlington Municipal Airport",cyclone,least biased,us,,False
388941,Forbes,Pedro Pascal As The MCU’s Reed Richards Feels Like The Wrong Pick,cyclone,right-center,us,Middle,False
395731,The Times of India,'The Mandalorian' star Pedro Pascal being considered for lead role in MCU's 'Fantastic Four',cyclone,right-center,in,Middle,False
406446,The Times of India,The Shami Storm: How pacer took the mantle of India's bowling superstar in WC,cyclone,right-center,in,Middle,False
413260,The Times of India,Pedro Pascal to play Mr. Fantastic in ‘Fantastic Four’? What we know,cyclone,right-center,in,Middle,False
414665,The Times of India,I was waiting for my chance: Mohammed Shami after heroic performance against New Zealand in World Cup,cyclone,right-center,in,Middle,False
421174,Time,How to Prepare for the Busy Thanksgiving Travel Season This Year,cyclone,left-center,us,Skews Left,False
421189,Forbes,The Best Places To Travel In December 2023,cyclone,right-center,us,Middle,False
421534,ABC News,Gulf Coast residents grapple with home insurers as climate disasters worsen,cyclone,left-center,us,Middle,False
421615,The Times of India,"US weather forecast: Thunderstorms likely in Oklahoma City, Dallas, Mississippi, rains may hit Interstate 55, I-20, I-10",cyclone,right-center,in,Middle,False
435845,ABC News,"Tropical disturbance hits western Caribbean, unleashing floods and landslides in Jamaica",cyclone,left-center,us,Middle,False
446027,The Times of India,Cyclonic storm 'Midhili' to make landfall in Bangladesh coast in early hours of November 18,cyclone,right-center,in,Middle,False
446029,The Times of India,Cyclone Midhili: Alert sounded as heavy rain lashes Mizoram,cyclone,right-center,in,Middle,False
446039,The Times of India,"Cyclone 'Midhili' to make landfall in Bangladesh coast, fishermen warned not to venture into sea",cyclone,right-center,in,Middle,False
446238,Phys.Org,New study shows in real-time what helps mammals survive a natural disaster,cyclone,pro-science,gb,Middle,False
458135,ABC News,"Acapulco races to restart its tourism engine after Hurricane Otis devastates its hotels, restaurants",cyclone,left-center,us,Middle,False
421444,International Business Times,"First French Ski Reports Open, But Only At High Altitude",cyclone,left-center,us,Middle,False
422742,Digital Trends,How to watch 2023 AEW Full Gear,cyclone,,us,Middle,False
446036,The Times of India,"Cyclone Midhili weakens into deep depression; no fresh rain in Tripura, Mizoram on Saturday",cyclone,right-center,in,Middle,False
446052,The Times of India,"Cyclone Midhili weakens into depression, no fresh rain in Tripura, Mizoram on Saturday",cyclone,right-center,in,Middle,False
446223,The Times of India,"Tropical disturbance hits western Caribbean, causing flooding in Jamaica and Haiti",cyclone,right-center,in,Middle,False
458802,Globalsecurity.org,"Myanmar junta attacks by air, river during Arakan Army clash",cyclone,least biased,us,,False
459223,The Punch,"Defection scare hits PDP, LP over court rulings",cyclone,left-center,ng,,False
478104,ETF Daily News,"Core & Main, Inc. (NYSE:CNM) CFO Mark R. Witkowski Sells 40,000 Shares of Stock",cyclone,,us,,False
470893,Forbes,The Top 10 Must-Watch Thanksgiving Movies,cyclone,right-center,us,Middle,False
484366,The Times of India,Cong opposes proposal to up water charges,cyclone,right-center,in,Middle,False
487608,The Times of India,"Desert storm, Eden enigma & Punter's prowess: The fierce India-Australia rivalry",cyclone,right-center,in,Middle,False
491253,Phys.Org,"First French ski reports open, but only at high altitude",cyclone,pro-science,gb,Middle,False
491760,ETF Daily News,Hurricane Energy (LON:HUR) Shares Pass Below 200 Day Moving Average of $7.69,cyclone,,us,,False
502259,Forbes,AEW Full Gear 2023 Results: Winners And Grades On November 18,cyclone,right-center,us,Middle,False
523968,BBC News,RNLI Cullercoats' Geoff Cowan celebrates 50 years,cyclone,left-center,gb,Middle,False
87721,The Punch,"How overloading, rickety boats claim lives on Niger waters",cyclone,left-center,ng,,False
88223,Phys.Org,Tropical storm Pilar causes heavy rains as it scrapes past Central America,cyclone,pro-science,gb,Middle,False
88225,Phys.Org,Central America braces for Tropical Storm Pilar,cyclone,pro-science,gb,Middle,False
88301,International Business Times,Tropical Storm Pilar Causes Heavy Rains As It Scrapes Past Central America,cyclone,left-center,us,Middle,False
89043,Phys.Org,"Storm Babet triggers flooding, power cuts in northern Europe",cyclone,pro-science,gb,Middle,False
89101,Euronews,Widespread flooding and destruction as Storm Babet hits Northern Europe,cyclone,left-center,eu,Middle,False
89291,International Business Times,"Storm Babet Triggers Flooding, Power Cuts In Northern Europe",cyclone,left-center,us,Middle,False
508470,Time,A Storm Could Disrupt Thanksgiving Travel for Millions Across the U.S.,cyclone,left-center,us,Skews Left,False
508472,ABC News,How a cross-country storm could disrupt Thanksgiving travel,cyclone,left-center,us,Middle,False
508484,CNN,Significant Thanksgiving storm will disrupt travel... Developing..,cyclone,left-center,us,Skews Left,False
511678,Forbes,"Clorox Scapegoats Cyber Chief, Rewards Board After Crisis",cyclone,right-center,us,Middle,False
514025,ABC News,Experts say a wall that collapsed and killed 9 in the Dominican Republic capital was poorly built,cyclone,left-center,us,Middle,False
526770,ABC News,Storms delay search for 12 crew missing after Turkish cargo ship sinks in Black Sea,cyclone,left-center,us,Middle,False
526864,The Times of India,Severe storms in Turkey leave 9 dead; 11 still missing after a cargo ship sank in the Black Sea,cyclone,right-center,in,Middle,False
531221,GlobeNewswire,"Global Home Insurance Market Size Is Surpassing USD 531.38 Billion by 2032, Growing at Projected 7.42% CAGR",cyclone,least biased,us,,False
534512,BBC News,Work to cut down six Dark Hedges trees used in Game of Thrones begins,cyclone,left-center,gb,Middle,False
534698,The Times of India,Game of Thrones: Safety team to cut down six trees on Dark Hedges site,cyclone,right-center,in,Middle,False
540668,The Times of India,"Thanksgiving 2023: Strong tornadoes may hit northern Louisiana, Alexandra, Jackson; Check weather forecast",cyclone,right-center,in,Middle,False
544977,The Times of India,Severe storms delay search for 12 crew missing after Turkish cargo ship sinks in Black Sea,cyclone,right-center,in,Middle,False
544978,The Times of India,Turkish ship with 12 crew missing in Black Sea,cyclone,right-center,in,Middle,False
549934,BBC News,Dominican Republic: At least 21 dead after storm brings torrential rain,cyclone,left-center,gb,Middle,False
558560,The Times of India,Home insurance is as cheap as it is necessary; find out why and how to buy it,cyclone,right-center,in,Middle,False
561664,CNN,"5 things to know for Nov. 20: Israel, Campaign trail, Weather, Freeway fire, Microsoft | CNN",cyclone,left-center,us,Skews Left,False
584063,The Indian Express,UPSC Essentials | Mains answer practice — GS 3 (Week 26),cyclone,left-center,in,Middle,False
584204,ABC News,Record crowds are expected to take to the air and roads for Thanksgiving,cyclone,left-center,us,Middle,False
587167,Forbes,The New Class Of George J. Mitchell Scholars Has Been Selected,cyclone,right-center,us,Middle,False
590061,Globalsecurity.org,"Junta troops block road, water transport amid Arakan Army clashes",cyclone,least biased,us,,False
619582,GlobeNewswire,Hazard Vulnerability Analysis For Healthcare Facilities Market Exclusive Report 2023-2031,cyclone,least biased,us,,False
620341,The Punch,"Riddled with potholes, FERMA boss okays Lafia-Shendam N366m road",cyclone,left-center,ng,,False
623914,BBC News,Storm Babet: Man who lost mum in flood 'let down' by response,cyclone,left-center,gb,Middle,False
631345,CNN,"5 things to know for Nov. 22: Holiday travel, Israel, Artificial intelligence, Alaska landslide, Spy satellite",cyclone,left-center,us,Skews Left,False
644915,The Times of India,3-hour rain brings traffic to a halt,cyclone,right-center,in,Middle,False
657670,Android Central,Sharge Disk review: This terrific M.2 2230 SSD enclosure has active cooling — and it works with the Steam Deck,cyclone,,gb,,False
668279,BBC News,Chief constable sorry for 120-mile lift home in police car,cyclone,left-center,gb,Middle,False
683304,The Times of India,Zerodha co-founder Nikhil Kamath responds to troll over Nas Daily meet-up,cyclone,right-center,in,Middle,False
695893,The Times of India,Solar Storms: Sun's increased activity sparks concerns of geomagnetic storms approaching Earth,cyclone,right-center,in,Middle,False
697387,International Business Times,Search Underway For 13 Missing After Ship Sinks Off Greek Island,cyclone,left-center,us,Middle,False
700571,BBC News,Snowstorm causes massive power cuts across Ukraine,cyclone,left-center,gb,Middle,False
700470,Android Central,"The top last-minute Cyber Monday tech deals LIVE — discounted phones, smart TVs, and much more",cyclone,,gb,,False
700488,Al Jazeera English,"At least three killed as storm hits Russia, Ukraine’s Black Sea coast",cyclone,left-center,us,Skews Left,False
700641,RT,Crimea hit by ‘worst storm in history’ (VIDEOS),cyclone,right-center,ru,Skews Right,False
700650,Phys.Org,Storm leaves thousands without power in Crimea,cyclone,pro-science,gb,Middle,False
700824,RT,Ukraine’s largest flag destroyed (VIDEO),cyclone,right-center,ru,Skews Right,False
700933,BBC News,Potholes: AA advises drivers to avoid puddles to limit vehicle damage,cyclone,left-center,gb,Middle,False
701040,International Business Times,"Deadly Storm Cuts Power To Nearly 2 Mn People In Russia, Ukraine",cyclone,left-center,us,Middle,False
717333,Phys.Org,"Solar storms hit more locally than expected: Current instrument network too sparse, says study",cyclone,pro-science,gb,Middle,False
721279,The Punch,"I’m best to succeed Obaseki, Shaibu declares",cyclone,left-center,ng,,False
721886,The Punch,Crypto Usage Soars 10% Over the Past Year in Nigeria. Is $GFOX the Next Big Thing?,cyclone,left-center,ng,,False
727215,GlobeNewswire,VEON Recognised for Crisis Response at World Communication Awards 2023,cyclone,least biased,us,,False
741569,The Punch,Shippers council tackles extortion amid rising haulage cost,cyclone,left-center,ng,,False
754262,Phys.Org,"This year's Chesapeake Bay 'dead zone' was the smallest on record, going back to 1985",cyclone,pro-science,gb,Middle,False
757257,Globalsecurity.org,Secretary-General's remarks to the Security Council - on Sustaining Peace through Common Development,cyclone,least biased,us,,False
759655,Forbes,PG&E Teams With Ford For ‘V2H’ Two-Way Charging Pilot Program,cyclone,right-center,us,Middle,False
763435,Forbes,20 Ways To Keep Your Confidence Level Up In A Cold Business Climate,cyclone,right-center,us,Middle,False
772382,Forbes,Aurora Set To Glow Over U.S. This Week After ‘Severe’ Solar Storms,cyclone,right-center,us,Middle,False
773847,The Times of India,Walmart shifts to India from China for cheaper imports,cyclone,right-center,in,Middle,False
90712,Phys.Org,New study reveals the influence of natural climate drivers on extreme monsoons in Pakistan,drought,pro-science,gb,Middle,True
90819,Al Jazeera English,Peace has not stopped Afghanistan’s depopulation,drought,left-center,us,Skews Left,True
91031,Forbes,Dazzling Space View Shows 3 Years Of Ships Crossing The Panama Canal,drought,right-center,us,Middle,True
91811,NPR,The Philippines' capital is running out of water. Is building a dam the solution?,drought,left-center,us,Middle,True
91835,Time,Millions of Children Displaced Due To Extreme Weather. Climate Change Will Make It Worse,drought,left-center,us,Skews Left,True
91985,Phys.Org,Millions of children are displaced due to extreme weather events. Climate change will make it worse,drought,pro-science,gb,Middle,True
92101,Euronews,"Millions of children displaced due to extreme weather events, says UNICEF",drought,left-center,eu,Middle,True
92439,CNN,"Floods, storms and fires displaced 20,000 children every day over past six years, UNICEF report finds",drought,left-center,us,Skews Left,True
92518,Globalsecurity.org,UN: Millions of children in Asia displaced by weather-related events,drought,least biased,us,,True
92904,Phys.Org,Beer faces unbitter future due to climate change: study,drought,pro-science,gb,Middle,True
96427,Phys.Org,Study projects more water shortfalls in Schuylkill watershed in next 20 years due to climate change,drought,pro-science,gb,Middle,True
96470,NPR,"As climate threats grow, poor countries still aren't getting enough money to prepare",drought,left-center,us,Middle,True
96744,GlobeNewswire,New Acre Project Receives Continued Support from TD Bank Group,drought,least biased,us,,True
105194,Marketscreener.com,First Majestic Reports Third Quarter Financial Results and Quarterly Dividend Payment,drought,least biased,fr,,True
783,Phys.Org,"In 2020, 30% of the Pantanal was burned to cinders by wildfires",drought,pro-science,gb,Middle,True
3064,Phys.Org,Flood warnings for Africa advance with EU expertise,drought,pro-science,gb,Middle,True
3641,Globalsecurity.org,"No Water, No Fish, No Future: The Disappearing Little Aral Sea",drought,least biased,us,,True
8341,ABC News,Millions of children are displaced due to extreme weather events. Climate change will make it worse,drought,left-center,us,Middle,True
8372,The Times of India,"Over 43 million kids displaced by floods, storms, droughts, wildfires between 2016-2021",drought,right-center,in,Middle,True
9722,Business Insider,Why IPAs are about to get more expensive,drought,left-center,us,Middle,True
9831,CNN,The climate crisis is coming for your hoppy beer,drought,left-center,us,Skews Left,True
12516,BBC News,Does the paper industry need to cut its water usage?,drought,left-center,gb,Middle,True
13672,Phys.Org,Toxic storms blamed on climate change cloud Tajikistan,drought,pro-science,gb,Middle,True
15079,Phys.Org,Disasters cause $3.8 tn in crop loses over 30 years: FAO,drought,pro-science,gb,Middle,True
15478,Phys.Org,"Researchers explore future climate in Africa, using clues from the past",drought,pro-science,gb,Middle,True
15675,Phys.Org,Climate hazards aren't restricted by borders—African countries have taken a big step to address this,drought,pro-science,gb,Middle,True
17028,Phys.Org,Actual evapotranspiration plays a dominant role in drought of central Asia: Study,drought,pro-science,gb,Middle,True
17435,NPR,Climate rules are coming for corporate America,drought,left-center,us,Middle,True
18508,Phys.Org,Insights for plant breeding: Arming wheat plants against climate stress with microorganisms,drought,pro-science,gb,Middle,True
19747,NPR,How kids are making sense of climate change and extreme weather,drought,left-center,us,Middle,True
19908,Phys.Org,Indonesian urban poor suffer the most in extreme weather caused by climate change,drought,pro-science,gb,Middle,True
19975,BBC News,Brazil drought reveals ancient rock carvings of human faces,drought,left-center,gb,Middle,True
20024,Phys.Org,Life on Earth under 'existential threat': climate scientists,drought,pro-science,gb,Middle,True
20098,Phys.Org,Drought in the Amazon: Understanding the causes and the need for an immediate action plan to save the biome,drought,pro-science,gb,Middle,True
20099,Phys.Org,Global study warns water security threatened by droughts and heat waves worldwide,drought,pro-science,gb,Middle,True
32055,Phys.Org,Remember the climate map from your school atlas? Here's what climate change is doing to it,drought,pro-science,gb,Middle,True
32130,Phys.Org,How climate change is affecting the seasons,drought,pro-science,gb,Middle,True
32152,Phys.Org,Climate change could jeopardize River Panke restoration successes,drought,pro-science,gb,Middle,True
32157,Phys.Org,World can't 'unplug' existing energy system: COP28 head,drought,pro-science,gb,Middle,True
32196,ABC News,Helicopters drop water on Oahu wildfire for 2nd day,drought,left-center,us,Middle,True
32204,Phys.Org,Why climate change is a national security risk,drought,pro-science,gb,Middle,True
32250,Phys.Org,How women's environmental action across the Global South can create a better planet,drought,pro-science,gb,Middle,True
53270,Phys.Org,Brazil vows more aid as Amazon waters dry up,drought,pro-science,gb,Middle,True
53809,Phys.Org,"In Brazil town turning to desert, farmers fight to hang on",drought,pro-science,gb,Middle,True
53950,Al Jazeera English,"Deaths of 120 Amazon dolphins linked to severe drought, high temperatures",drought,left-center,us,Skews Left,True
55742,Phys.Org,The river disappearing in drought-hit France,drought,pro-science,gb,Middle,True
61490,Marketscreener.com,Energy Recovery Awarded Desalination Contracts in Algeria Totaling $28 Million,drought,least biased,fr,,True
64401,Phys.Org,Climate and human land use both play roles in Pacific island wildfires past and present: Study,drought,pro-science,gb,Middle,True
75148,Phys.Org,Climate-smart cows could deliver 10–20x more milk in Global South,drought,pro-science,gb,Middle,True
76464,Al Jazeera English,Salt in paradise: What a Louisiana crabber is losing to saltwater intrusion,drought,left-center,us,Skews Left,True
76547,Wired,Why Have Climate Catastrophes Toppled Some Civilizations but Not Others?,drought,left-center,us,Skews Left,True
78176,Phys.Org,Record heat unleashes deadly floods from New York to Libya,drought,pro-science,gb,Middle,True
115836,Phys.Org,Italy's olive growers lament poor harvests from extreme weather,drought,pro-science,gb,Middle,True
116218,Business Insider,Cheesemakers are pushing back against France's strict rules as some say climate change is making it impossible to meet the traditional standards,drought,left-center,us,Middle,True
125720,Phys.Org,Climate change is turning swaths of California's mountains into 'zombie forests',drought,pro-science,gb,Middle,True
134902,The Times of India,Climate change threatens to reverse health gains: World Meteorological Organization,drought,right-center,in,Middle,True
152983,ABC News,Californians bet farming agave for spirits holds key to weathering drought and groundwater limits,drought,left-center,us,Middle,True
167890,The Punch,"Lead campaign for green economy, Obasanjo tells youths",drought,left-center,ng,,True
167952,The Times of India,Invasive species could reap benefits from extreme weather,drought,right-center,in,Middle,True
180948,Business Insider,35 elephants suddenly dropped dead in 2020. Their case has finally been solved.,drought,left-center,us,Middle,True
200371,Phys.Org,"October obliterated temperature records, virtually guaranteeing 2023 will be hottest year on record",drought,pro-science,gb,Middle,True
200472,ABC News,"As price of olive oil soars, chainsaw-wielding thieves target Mediterranean's trees",drought,left-center,us,Middle,True
200483,Al Jazeera English,Dozens dead and thousands trapped in Somalia’s ‘worst floods in decades’,drought,left-center,us,Skews Left,True
200527,International Business Times,Hottest October Globally Marks Fifth Record-shattering Month,drought,left-center,us,Middle,True
200565,International Business Times,"Scientists Blame Climate Change For 'Extreme Drought' In Iraq, Iran And Syria",drought,left-center,us,Middle,True
200608,ABC News,"Nasty drought in Syria, Iraq and Iran wouldn't have happened without climate change, study finds",drought,left-center,us,Middle,True
200671,AllAfrica - Top Africa News,Meet the Two WFP-Backed Earthshot Prize Winners,drought,least biased,af,,True
212451,NPR,Virginia's governor declares a state of emergency over wildfires,drought,left-center,us,Middle,True
228092,The Times of India,"Worst floods in decades kill 29 in Somalia, hit towns across East Africa",drought,right-center,in,Middle,True
228973,BBC News,Somalia floods: UN warns of 'once-in-a-century event',drought,left-center,gb,Middle,True
242434,The Punch,"Your investments safe in Nigeria, Tinubu assures Saudi investors",drought,left-center,ng,,True
261686,Forbes,Climate Change Propels France To #1 Largest Global Wine Producer In 2023,drought,right-center,us,Middle,True
261780,ABC News,"How researchers, farmers and brewers want to safeguard beer against climate change",drought,left-center,us,Middle,True
261786,ABC News,Mexico City imposes another round of water restrictions in the face of drought 'crisis',drought,left-center,us,Middle,True
266825,BBC News,Earthshot Prize: Asia leads the way in quest to repair planet,drought,left-center,gb,Middle,True
271255,Phys.Org,Farmers or foragers? Pre-colonial Aboriginal food production was hardly that simple,drought,pro-science,gb,Middle,True
272022,The Times of India,Mexico imposes severe water restrictions as drought dries up reservoirs,drought,right-center,in,Middle,True
284599,Phys.Org,"How researchers, farmers and brewers want to safeguard beer against climate change",drought,pro-science,gb,Middle,True
286867,ABC News,There's another wildfire burning in Hawaii. This one is destroying irreplaceable rainforest on Oahu,drought,left-center,us,Middle,True
82631,Phys.Org,The Rio Grande isn't just a border—it's a river in crisis,drought,pro-science,gb,Middle,True
85089,Forbes,"43M Children Displaced By Floods, Storms, Droughts, Wildfires Since 2016",drought,right-center,us,Middle,True
85470,CNN,This Moroccan startup is growing crops in the desert,drought,left-center,us,Skews Left,True
327375,NPR,The UN's Guterres calls for an 'ambition supernova' as climate progress stays slow,drought,left-center,us,Middle,True
327386,ABC News,Why climate change is worsening in every part of the US: Report,drought,left-center,us,Middle,True
327483,Time,"Climate Change is Hitting Every Part of Americans’ Daily Lives, Major Report Warns",drought,left-center,us,Skews Left,True
327527,Globalsecurity.org,"World News in Brief: Water crisis for children, hunger in East Africa, new Yazidi memorial",drought,least biased,us,,True
327567,The Verge,Latest US climate assessment shows the extreme toll taken by climate change,drought,left-center,us,Middle,True
340748,NPR,How do you help people escape climate change disaster? Here's a novel solution,drought,left-center,us,Middle,True
340998,The Times of India,"How much can trees fight climate change? Massively, but not alone, study finds",drought,right-center,in,Middle,True
342003,Phys.Org,Researcher: This is the hottest autumn on record—and it's impacting the climate system and human society,drought,pro-science,gb,Middle,True
360552,Globalsecurity.org,From drought to floods: climate extremes drive Somalia hunger crisis,drought,least biased,us,,True
360638,ABC News,"Asian economies must ramp up wind and solar power to keep global warming under 1.5C, report says",drought,left-center,us,Middle,True
360683,AllAfrica - Top Africa News,Somalia: From Drought to Floods - Climate Extremes Drive Somalia Hunger Crisis,drought,least biased,af,,True
363375,International Business Times,Heat Projected To Kill Nearly Five Times More People By 2050,drought,left-center,us,Middle,True
371955,ABC News,Heat-related deaths for older adults could increase by 370% through mid-century if climate warms 2 degrees Celsius,drought,left-center,us,Middle,True
387037,Phys.Org,Flash floods kill 100 in Horn of Africa: charity,drought,pro-science,gb,Middle,True
387573,ABC News,Pastoralists have raised livestock in harsh climates for millennia. What can they teach us today?,drought,left-center,us,Middle,True
387587,ABC News,Pastoralists have raised livestock in harsh climates for millennia. What can they teach us today?,drought,left-center,us,Middle,True
387695,Phys.Org,Pastoralists have raised livestock in harsh climates for millennia. What can they teach us today?,drought,pro-science,gb,Middle,True
392846,ABC News,AP PHOTOS: Mongolia's herders fight climate change with their own adaptability and new technology,drought,left-center,us,Middle,True
394846,ABC News,Climate change is hastening the demise of Pacific Northwest forests,drought,left-center,us,Middle,True
400907,Phys.Org,Climate change is hastening the demise of Pacific Northwest forests,drought,pro-science,gb,Middle,True
417185,Phys.Org,Report: Climate change impacts on water are profound and unequal,drought,pro-science,gb,Middle,True
420733,ABC News,'Once-in-a century’ floods erode resilience of Somalia's displaced,drought,left-center,us,Middle,True
435884,The Times of India,Kenya's economy faces climate change risks: World Bank,drought,right-center,in,Middle,True
434761,The Punch,"Food sufficiency: Hope rises as Nigeria, Africa leverage genome editing",drought,left-center,ng,,True
435711,The Punch,FG seeks states involvement in climate change issues,drought,left-center,ng,,True
457291,Globalsecurity.org,Severe floods affect tens of thousands of displaced people in Horn of Africa,drought,least biased,us,,True
470013,Phys.Org,Threat from sand and dust storms spreading: UN,drought,pro-science,gb,Middle,True
481069,ABC News,Extreme weather can hit farmers hard. Those with smaller farming operations often pay the price,drought,left-center,us,Middle,True
536056,CNN,"The world is making, and drinking, less wine. Winemakers are struggling",drought,left-center,us,Skews Left,True
87447,Forbes,How The Israel-Hamas War And Global Conflict Hinder Climate Action,drought,right-center,us,Middle,True
87545,The Punch,Climate challenges fueling insecurity in Nigeria — Niger gov,drought,left-center,ng,,True
89235,CNN,Nobel Peace Prize could give a glimmer of hope amid era of conflict and climate crisis,drought,left-center,us,Skews Left,True
89448,Forbes,Floods In Libya And India Highlight Rising Risk To Dams,drought,right-center,us,Middle,True
516783,The Punch,"Floods displaced 650,000 Nigerian children in six years – UNICEF",drought,left-center,ng,,True
558563,The Times of India,India's farmers wrestle with shift to eco-friendly agriculture,drought,right-center,in,Middle,True
584062,The Punch,Somalia flood death toll hits 50,drought,left-center,ng,,True
584102,The Indian Express,"Not just sanitation, but climate-proof sanitation",drought,left-center,in,Middle,True
606752,ABC News,"Precious water: As more of the world thirsts, luxury water becoming fashionable among the elite",drought,left-center,us,Middle,True
619680,BBC News,Climate change: Rise in Google searches around ‘anxiety’,drought,left-center,gb,Middle,True
639571,Al Jazeera English,"First the drought, then flood: Climate crisis compounds woes for Somalis",drought,left-center,us,Skews Left,True
654305,Forbes,"Gobble, Gobble, Gone? How Climate Impacts Could One Day Mean Turkey-Free Thanksgiving",drought,right-center,us,Middle,True
666909,BBC News,Ethiopia drought: Fifty die of hunger in Tigray and Amhara amid aid freeze,drought,left-center,gb,Middle,True
668088,Phys.Org,"The flat Fens of eastern England once held vast woodlands, study finds",drought,pro-science,gb,Middle,True
672986,GlobeNewswire,Battling Water Scarcity: The Growing Significance of Seawater and Brackish Water Desalination,drought,least biased,us,,True
703310,Phys.Org,Climate adaptation funds are not reaching front-line communities: What needs to be done about it,drought,pro-science,gb,Middle,True
731169,The Times of India,How did humans get to the brink of crashing climate? A long push for progress and energy to fuel it,drought,right-center,in,Middle,True
731798,International Business Times,Disease Stalks Somali District Ravaged By Floods,drought,left-center,us,Middle,True
740205,ABC News,How did humans get to the brink of crashing climate? A long push for progress and energy to fuel it,drought,left-center,us,Middle,True
91048,BBC News,El Nino drought: Panama Canal cuts ship numbers further,drought,left-center,gb,Middle,False
91176,Forbes,Enlist New Nuclear Reactor Tech And DHS FEMA To Project Power Ashore,drought,right-center,us,Middle,False
91188,Forbes,Six Trends For Shipping And Logistics Globally In 2024 And Beyond,drought,right-center,us,Middle,False
93287,Phys.Org,Report: The US just had its seventh-warmest September on record,drought,pro-science,gb,Middle,False
93746,Marketscreener.com,NS United Kaiun Kaisha : Supplementary Material for the 2nd Quarter of the FY ending March 2024,drought,least biased,fr,,False
95461,Phys.Org,Mayotte turns to bottled water in century's worst drought,drought,pro-science,gb,Middle,False
96441,Phys.Org,Reports says Nevada is virtually drought-free,drought,pro-science,gb,Middle,False
100914,Phys.Org,Research finds sustainable dairy farms also performed better economically,drought,pro-science,gb,Middle,False
110898,The Punch,Fulham vs Manchester United Predictions: Manchester to make it a hat-trick of away wins,drought,left-center,ng,,False
15645,Phys.Org,Study shows live plant pathogens can travel on dust across oceans,drought,pro-science,gb,Middle,False
16133,BBC News,Zimbabwe Elephant deaths: Mysterious bacterium found in bodies,drought,left-center,gb,Middle,False
19832,ABC News,"7 dead, 25 injured in 'super fog' multi-car pileup on Louisiana highway: Police",drought,left-center,us,Middle,False
19834,BBC News,Seven dead after 'super fog' kills seven in New Orleans crash,drought,left-center,gb,Middle,False
19923,Phys.Org,Scientists gain powerful tool to scrutinize changing US weather patterns,drought,pro-science,gb,Middle,False
20110,ABC News,"'Miracle' water year in California: Rain, snow put reservoirs at 128% of average",drought,left-center,us,Middle,False
21450,Business Insider,"A drought in the Amazon uncovered ancient, eerie face carvings that look like emojis",drought,left-center,us,Middle,False
21530,NPR,More than 100 dolphins found dead in Brazilian Amazon as water temperatures soar,drought,left-center,us,Middle,False
46796,International Business Times,Grapes Of Wrath: Albania Winemakers Struggle With Warmer World,drought,left-center,us,Middle,False
54027,Phys.Org,Deforestation down in Brazil's Amazon,drought,pro-science,gb,Middle,False
63645,BBC News,Ethiopian scientist Gebisa Ejeta receives National Medal of Science from US,drought,left-center,gb,Middle,False
68331,Phys.Org,Ancient Maya reservoirs offer lessons for today's water crises,drought,pro-science,gb,Middle,False
71572,CNA,"Indonesia president says rupiah's drop still 'safe', flags tax incentives",drought,least biased,sg,Middle,False
73663,The Punch,Orban no longer MVP in Belgium,drought,left-center,ng,,False
135096,Phys.Org,"Storms kill three, displace thousands in southern South America",drought,pro-science,gb,Middle,False
137763,Globalsecurity.org,"5,000 Myanmar nationals flee into China, face shortages",drought,least biased,us,,False
153364,The Times of India,CM seeks drought report from dist mins on Nov 15,drought,right-center,in,Middle,False
154174,The Punch,"Rangers, Heartland clash in Oriental derby",drought,left-center,ng,,False
158246,The Times of India,"Tank to Tractor: Pakistan Army transforms into 'farmers', becomes largest landowner amid food crisis",drought,right-center,in,Middle,False
